Step,Id,Command,X-R-L,Y-G,Z-B,Yaw-Intensity,Duration
1,3,Goto,2.121,-2.121,3,0,0.042
2,3,Goto,2.176,-2.065,3,0,0.042
3,3,Goto,2.229,-2.007,3,0,0.042
4,3,Goto,2.281,-1.948,3,0,0.042
5,3,Goto,2.331,-1.888,3,0,0.042
6,3,Goto,2.38,-1.826,3,0,0.042
7,3,Goto,2.427,-1.763,3,0,0.042
8,3,Goto,2.472,-1.699,3,0,0.042
9,3,Goto,2.516,-1.634,3,0,0.042
10,3,Goto,2.558,-1.567,3,0,0.042
11,3,Goto,2.598,-1.5,3,0,0.042
12,3,Goto,2.636,-1.431,3,0,0.042
13,3,Goto,2.673,-1.362,3,0,0.042
14,3,Goto,2.708,-1.292,3,0,0.042
15,3,Goto,2.741,-1.22,3,0,0.042
16,3,Goto,2.772,-1.148,3,0,0.042
17,3,Goto,2.801,-1.075,3,0,0.042
18,3,Goto,2.828,-1.001,3,0,0.042
19,3,Goto,2.853,-0.927,3,0,0.042
20,3,Goto,2.876,-0.852,3,0,0.042
21,3,Goto,2.898,-0.776,3,0,0.042
22,3,Goto,2.917,-0.7,3,0,0.042
23,3,Goto,2.934,-0.624,3,0,0.042
24,3,Goto,2.95,-0.547,3,0,0.042
25,3,Goto,2.963,-0.469,3,0,0.042
26,3,Goto,2.974,-0.392,3,0,0.042
27,3,Goto,2.984,-0.314,3,0,0.042
28,3,Goto,2.991,-0.235,3,0,0.042
29,3,Goto,2.996,-0.157,3,0,0.042
30,3,Goto,2.999,-0.079,3,0,0.042
31,3,Goto,3.0,0.0,3,0,0.042
32,3,Goto,2.999,0.079,3,0,0.042
33,3,Goto,2.996,0.157,3,0,0.042
34,3,Goto,2.991,0.235,3,0,0.042
35,3,Goto,2.984,0.314,3,0,0.042
36,3,Goto,2.974,0.392,3,0,0.042
37,3,Goto,2.963,0.469,3,0,0.042
38,3,Goto,2.95,0.547,3,0,0.042
39,3,Goto,2.934,0.624,3,0,0.042
40,3,Goto,2.917,0.7,3,0,0.042
41,3,Goto,2.898,0.776,3,0,0.042
42,3,Goto,2.876,0.852,3,0,0.042
43,3,Goto,2.853,0.927,3,0,0.042
44,3,Goto,2.828,1.001,3,0,0.042
45,3,Goto,2.801,1.075,3,0,0.042
46,3,Goto,2.772,1.148,3,0,0.042
47,3,Goto,2.741,1.22,3,0,0.042
48,3,Goto,2.708,1.292,3,0,0.042
49,3,Goto,2.673,1.362,3,0,0.042
50,3,Goto,2.636,1.431,3,0,0.042
51,3,Goto,2.598,1.5,3,0,0.042
52,3,Goto,2.558,1.567,3,0,0.042
53,3,Goto,2.516,1.634,3,0,0.042
54,3,Goto,2.472,1.699,3,0,0.042
55,3,Goto,2.427,1.763,3,0,0.042
56,3,Goto,2.38,1.826,3,0,0.042
57,3,Goto,2.331,1.888,3,0,0.042
58,3,Goto,2.281,1.948,3,0,0.042
59,3,Goto,2.229,2.007,3,0,0.042
60,3,Goto,2.176,2.065,3,0,0.042
61,3,Goto,2.121,2.121,3,0,0.042
62,3,Goto,2.065,2.176,3,0,0.042
63,3,Goto,2.007,2.229,3,0,0.042
64,3,Goto,1.948,2.281,3,0,0.042
65,3,Goto,1.888,2.331,3,0,0.042
66,3,Goto,1.826,2.38,3,0,0.042
67,3,Goto,1.763,2.427,3,0,0.042
68,3,Goto,1.699,2.472,3,0,0.042
69,3,Goto,1.634,2.516,3,0,0.042
70,3,Goto,1.567,2.558,3,0,0.042
71,3,Goto,1.5,2.598,3,0,0.042
72,3,Goto,1.431,2.636,3,0,0.042
73,3,Goto,1.362,2.673,3,0,0.042
74,3,Goto,1.292,2.708,3,0,0.042
75,3,Goto,1.22,2.741,3,0,0.042
76,3,Goto,1.148,2.772,3,0,0.042
77,3,Goto,1.075,2.801,3,0,0.042
78,3,Goto,1.001,2.828,3,0,0.042
79,3,Goto,0.927,2.853,3,0,0.042
80,3,Goto,0.852,2.876,3,0,0.042
81,3,Goto,0.776,2.898,3,0,0.042
82,3,Goto,0.7,2.917,3,0,0.042
83,3,Goto,0.624,2.934,3,0,0.042
84,3,Goto,0.547,2.95,3,0,0.042
85,3,Goto,0.469,2.963,3,0,0.042
86,3,Goto,0.392,2.974,3,0,0.042
87,3,Goto,0.314,2.984,3,0,0.042
88,3,Goto,0.235,2.991,3,0,0.042
89,3,Goto,0.157,2.996,3,0,0.042
90,3,Goto,0.079,2.999,3,0,0.042
91,3,Goto,0.0,3.0,3,0,0.042
92,3,Goto,-0.079,2.999,3,0,0.042
93,3,Goto,-0.157,2.996,3,0,0.042
94,3,Goto,-0.235,2.991,3,0,0.042
95,3,Goto,-0.314,2.984,3,0,0.042
96,3,Goto,-0.392,2.974,3,0,0.042
97,3,Goto,-0.469,2.963,3,0,0.042
98,3,Goto,-0.547,2.95,3,0,0.042
99,3,Goto,-0.624,2.934,3,0,0.042
100,3,Goto,-0.7,2.917,3,0,0.042
101,3,Goto,-0.776,2.898,3,0,0.042
102,3,Goto,-0.852,2.876,3,0,0.042
103,3,Goto,-0.927,2.853,3,0,0.042
104,3,Goto,-1.001,2.828,3,0,0.042
105,3,Goto,-1.075,2.801,3,0,0.042
106,3,Goto,-1.148,2.772,3,0,0.042
107,3,Goto,-1.22,2.741,3,0,0.042
108,3,Goto,-1.292,2.708,3,0,0.042
109,3,Goto,-1.362,2.673,3,0,0.042
110,3,Goto,-1.431,2.636,3,0,0.042
111,3,Goto,-1.5,2.598,3,0,0.042
112,3,Goto,-1.567,2.558,3,0,0.042
113,3,Goto,-1.634,2.516,3,0,0.042
114,3,Goto,-1.699,2.472,3,0,0.042
115,3,Goto,-1.763,2.427,3,0,0.042
116,3,Goto,-1.826,2.38,3,0,0.042
117,3,Goto,-1.888,2.331,3,0,0.042
118,3,Goto,-1.948,2.281,3,0,0.042
119,3,Goto,-2.007,2.229,3,0,0.042
120,3,Goto,-2.065,2.176,3,0,0.042
121,3,Goto,-2.121,2.121,3,0,0.042
122,3,Goto,-2.176,2.065,3,0,0.042
123,3,Goto,-2.229,2.007,3,0,0.042
124,3,Goto,-2.281,1.948,3,0,0.042
125,3,Goto,-2.331,1.888,3,0,0.042
126,3,Goto,-2.38,1.826,3,0,0.042
127,3,Goto,-2.427,1.763,3,0,0.042
128,3,Goto,-2.472,1.699,3,0,0.042
129,3,Goto,-2.516,1.634,3,0,0.042
130,3,Goto,-2.558,1.567,3,0,0.042
131,3,Goto,-2.598,1.5,3,0,0.042
132,3,Goto,-2.636,1.431,3,0,0.042
133,3,Goto,-2.673,1.362,3,0,0.042
134,3,Goto,-2.708,1.292,3,0,0.042
135,3,Goto,-2.741,1.22,3,0,0.042
136,3,Goto,-2.772,1.148,3,0,0.042
137,3,Goto,-2.801,1.075,3,0,0.042
138,3,Goto,-2.828,1.001,3,0,0.042
139,3,Goto,-2.853,0.927,3,0,0.042
140,3,Goto,-2.876,0.852,3,0,0.042
141,3,Goto,-2.898,0.776,3,0,0.042
142,3,Goto,-2.917,0.7,3,0,0.042
143,3,Goto,-2.934,0.624,3,0,0.042
144,3,Goto,-2.95,0.547,3,0,0.042
145,3,Goto,-2.963,0.469,3,0,0.042
146,3,Goto,-2.974,0.392,3,0,0.042
147,3,Goto,-2.984,0.314,3,0,0.042
148,3,Goto,-2.991,0.235,3,0,0.042
149,3,Goto,-2.996,0.157,3,0,0.042
150,3,Goto,-2.999,0.079,3,0,0.042
151,3,Goto,-3.0,0.0,3,0,0.042
152,3,Goto,-2.999,-0.079,3,0,0.042
153,3,Goto,-2.996,-0.157,3,0,0.042
154,3,Goto,-2.991,-0.235,3,0,0.042
155,3,Goto,-2.984,-0.314,3,0,0.042
156,3,Goto,-2.974,-0.392,3,0,0.042
157,3,Goto,-2.963,-0.469,3,0,0.042
158,3,Goto,-2.95,-0.547,3,0,0.042
159,3,Goto,-2.934,-0.624,3,0,0.042
160,3,Goto,-2.917,-0.7,3,0,0.042
161,3,Goto,-2.898,-0.776,3,0,0.042
162,3,Goto,-2.876,-0.852,3,0,0.042
163,3,Goto,-2.853,-0.927,3,0,0.042
164,3,Goto,-2.828,-1.001,3,0,0.042
165,3,Goto,-2.801,-1.075,3,0,0.042
166,3,Goto,-2.772,-1.148,3,0,0.042
167,3,Goto,-2.741,-1.22,3,0,0.042
168,3,Goto,-2.708,-1.292,3,0,0.042
169,3,Goto,-2.673,-1.362,3,0,0.042
170,3,Goto,-2.636,-1.431,3,0,0.042
171,3,Goto,-2.598,-1.5,3,0,0.042
172,3,Goto,-2.558,-1.567,3,0,0.042
173,3,Goto,-2.516,-1.634,3,0,0.042
174,3,Goto,-2.472,-1.699,3,0,0.042
175,3,Goto,-2.427,-1.763,3,0,0.042
176,3,Goto,-2.38,-1.826,3,0,0.042
177,3,Goto,-2.331,-1.888,3,0,0.042
178,3,Goto,-2.281,-1.948,3,0,0.042
179,3,Goto,-2.229,-2.007,3,0,0.042
180,3,Goto,-2.176,-2.065,3,0,0.042
181,3,Goto,-2.121,-2.121,3,0,0.042
182,3,Goto,-2.065,-2.176,3,0,0.042
183,3,Goto,-2.007,-2.229,3,0,0.042
184,3,Goto,-1.948,-2.281,3,0,0.042
185,3,Goto,-1.888,-2.331,3,0,0.042
186,3,Goto,-1.826,-2.38,3,0,0.042
187,3,Goto,-1.763,-2.427,3,0,0.042
188,3,Goto,-1.699,-2.472,3,0,0.042
189,3,Goto,-1.634,-2.516,3,0,0.042
190,3,Goto,-1.567,-2.558,3,0,0.042
191,3,Goto,-1.5,-2.598,3,0,0.042
192,3,Goto,-1.431,-2.636,3,0,0.042
193,3,Goto,-1.362,-2.673,3,0,0.042
194,3,Goto,-1.292,-2.708,3,0,0.042
195,3,Goto,-1.22,-2.741,3,0,0.042
196,3,Goto,-1.148,-2.772,3,0,0.042
197,3,Goto,-1.075,-2.801,3,0,0.042
198,3,Goto,-1.001,-2.828,3,0,0.042
199,3,Goto,-0.927,-2.853,3,0,0.042
200,3,Goto,-0.852,-2.876,3,0,0.042
201,3,Goto,-0.776,-2.898,3,0,0.042
202,3,Goto,-0.7,-2.917,3,0,0.042
203,3,Goto,-0.624,-2.934,3,0,0.042
204,3,Goto,-0.547,-2.95,3,0,0.042
205,3,Goto,-0.469,-2.963,3,0,0.042
206,3,Goto,-0.392,-2.974,3,0,0.042
207,3,Goto,-0.314,-2.984,3,0,0.042
208,3,Goto,-0.235,-2.991,3,0,0.042
209,3,Goto,-0.157,-2.996,3,0,0.042
210,3,Goto,-0.079,-2.999,3,0,0.042
211,3,Goto,0.0,-3.0,3,0,0.042
212,3,Goto,0.079,-2.999,3,0,0.042
213,3,Goto,0.157,-2.996,3,0,0.042
214,3,Goto,0.235,-2.991,3,0,0.042
215,3,Goto,0.314,-2.984,3,0,0.042
216,3,Goto,0.392,-2.974,3,0,0.042
217,3,Goto,0.469,-2.963,3,0,0.042
218,3,Goto,0.547,-2.95,3,0,0.042
219,3,Goto,0.624,-2.934,3,0,0.042
220,3,Goto,0.7,-2.917,3,0,0.042
221,3,Goto,0.776,-2.898,3,0,0.042
222,3,Goto,0.852,-2.876,3,0,0.042
223,3,Goto,0.927,-2.853,3,0,0.042
224,3,Goto,1.001,-2.828,3,0,0.042
225,3,Goto,1.075,-2.801,3,0,0.042
226,3,Goto,1.148,-2.772,3,0,0.042
227,3,Goto,1.22,-2.741,3,0,0.042
228,3,Goto,1.292,-2.708,3,0,0.042
229,3,Goto,1.362,-2.673,3,0,0.042
230,3,Goto,1.431,-2.636,3,0,0.042
231,3,Goto,1.5,-2.598,3,0,0.042
232,3,Goto,1.567,-2.558,3,0,0.042
233,3,Goto,1.634,-2.516,3,0,0.042
234,3,Goto,1.699,-2.472,3,0,0.042
