Step,Id,Command,X-R-L,Y-G,Z-B,Yaw-Intensity,Duration
320,1,Goto,0,-0.6,1.5,0,0.042
321,1,Goto,0,-0.599,1.469,0,0.042
322,1,Goto,0,-0.597,1.437,0,0.042
323,1,Goto,0,-0.593,1.406,0,0.042
324,1,Goto,0,-0.587,1.375,0,0.042
325,1,Goto,0,-0.58,1.345,0,0.042
326,1,Goto,0,-0.571,1.315,0,0.042
327,1,Goto,0,-0.56,1.285,0,0.042
328,1,Goto,0,-0.548,1.256,0,0.042
329,1,Goto,0,-0.535,1.228,0,0.042
330,1,Goto,0,-0.52,1.2,0,0.042
331,1,Goto,0,-0.503,1.173,0,0.042
332,1,Goto,0,-0.485,1.147,0,0.042
333,1,Goto,0,-0.466,1.122,0,0.042
334,1,Goto,0,-0.446,1.099,0,0.042
335,1,Goto,0,-0.424,1.076,0,0.042
336,1,Goto,0,-0.401,1.054,0,0.042
337,1,Goto,0,-0.378,1.034,0,0.042
338,1,Goto,0,-0.353,1.015,0,0.042
339,1,Goto,0,-0.327,0.997,0,0.042
340,1,Goto,0,-0.3,0.98,0,0.042
341,1,Goto,0,-0.272,0.965,0,0.042
342,1,Goto,0,-0.244,0.952,0,0.042
343,1,Goto,0,-0.215,0.94,0,0.042
344,1,Goto,0,-0.185,0.929,0,0.042
345,1,Goto,0,-0.155,0.92,0,0.042
346,1,Goto,0,-0.125,0.913,0,0.042
347,1,Goto,0,-0.094,0.907,0,0.042
348,1,Goto,0,-0.063,0.903,0,0.042
349,1,Goto,0,-0.031,0.901,0,0.042
350,1,Goto,0,0.0,0.9,0,0.042
351,1,Goto,0,0.031,0.901,0,0.042
352,1,Goto,0,0.063,0.903,0,0.042
353,1,Goto,0,0.094,0.907,0,0.042
354,1,Goto,0,0.125,0.913,0,0.042
355,1,Goto,0,0.155,0.92,0,0.042
356,1,Goto,0,0.185,0.929,0,0.042
357,1,Goto,0,0.215,0.94,0,0.042
358,1,Goto,0,0.244,0.952,0,0.042
359,1,Goto,0,0.272,0.965,0,0.042
360,1,Goto,0,0.3,0.98,0,0.042
361,1,Goto,0,0.327,0.997,0,0.042
362,1,Goto,0,0.353,1.015,0,0.042
363,1,Goto,0,0.378,1.034,0,0.042
364,1,Goto,0,0.401,1.054,0,0.042
365,1,Goto,0,0.424,1.076,0,0.042
366,1,Goto,0,0.446,1.099,0,0.042
367,1,Goto,0,0.466,1.122,0,0.042
368,1,Goto,0,0.485,1.147,0,0.042
369,1,Goto,0,0.503,1.173,0,0.042
370,1,Goto,0,0.52,1.2,0,0.042
371,1,Goto,0,0.535,1.228,0,0.042
372,1,Goto,0,0.548,1.256,0,0.042
373,1,Goto,0,0.56,1.285,0,0.042
374,1,Goto,0,0.571,1.315,0,0.042
375,1,Goto,0,0.58,1.345,0,0.042
376,1,Goto,0,0.587,1.375,0,0.042
377,1,Goto,0,0.593,1.406,0,0.042
378,1,Goto,0,0.597,1.437,0,0.042
379,1,Goto,0,0.599,1.469,0,0.042
380,1,Goto,0,0.6,1.5,0,0.042
