Step,Id,Command,X-R-L,Y-G,Z-B,Yaw-Intensity,Duration
480,2,Goto,0,-0.3,0.98,0,0.042
481,2,Goto,0,-0.327,0.997,0,0.042
482,2,Goto,0,-0.353,1.015,0,0.042
483,2,Goto,0,-0.378,1.034,0,0.042
484,2,Goto,0,-0.401,1.054,0,0.042
485,2,Goto,0,-0.424,1.076,0,0.042
486,2,Goto,0,-0.446,1.099,0,0.042
487,2,Goto,0,-0.466,1.122,0,0.042
488,2,Goto,0,-0.485,1.147,0,0.042
489,2,Goto,0,-0.503,1.173,0,0.042
490,2,Goto,0,-0.52,1.2,0,0.042
491,2,Goto,0,-0.535,1.228,0,0.042
492,2,Goto,0,-0.548,1.256,0,0.042
493,2,Goto,0,-0.56,1.285,0,0.042
494,2,Goto,0,-0.571,1.315,0,0.042
495,2,Goto,0,-0.58,1.345,0,0.042
496,2,Goto,0,-0.587,1.375,0,0.042
497,2,Goto,0,-0.593,1.406,0,0.042
498,2,Goto,0,-0.597,1.437,0,0.042
499,2,Goto,0,-0.599,1.469,0,0.042
500,2,Goto,0,-0.6,1.5,0,0.042
501,2,Goto,0,-0.599,1.531,0,0.042
502,2,Goto,0,-0.597,1.563,0,0.042
503,2,Goto,0,-0.593,1.594,0,0.042
504,2,Goto,0,-0.587,1.625,0,0.042
505,2,Goto,0,-0.58,1.655,0,0.042
506,2,Goto,0,-0.571,1.685,0,0.042
507,2,Goto,0,-0.56,1.715,0,0.042
508,2,Goto,0,-0.548,1.744,0,0.042
509,2,Goto,0,-0.535,1.772,0,0.042
510,2,Goto,0,-0.52,1.8,0,0.042
511,2,Goto,0,-0.503,1.827,0,0.042
512,2,Goto,0,-0.485,1.853,0,0.042
513,2,Goto,0,-0.466,1.878,0,0.042
514,2,Goto,0,-0.446,1.901,0,0.042
515,2,Goto,0,-0.424,1.924,0,0.042
516,2,Goto,0,-0.401,1.946,0,0.042
517,2,Goto,0,-0.378,1.966,0,0.042
518,2,Goto,0,-0.353,1.985,0,0.042
519,2,Goto,0,-0.327,2.003,0,0.042
520,2,Goto,0,-0.3,2.02,0,0.042
521,2,Goto,0,-0.272,2.035,0,0.042
522,2,Goto,0,-0.244,2.048,0,0.042
523,2,Goto,0,-0.215,2.06,0,0.042
524,2,Goto,0,-0.185,2.071,0,0.042
525,2,Goto,0,-0.155,2.08,0,0.042
526,2,Goto,0,-0.125,2.087,0,0.042
527,2,Goto,0,-0.094,2.093,0,0.042
528,2,Goto,0,-0.063,2.097,0,0.042
529,2,Goto,0,-0.031,2.099,0,0.042
530,2,Goto,0,0.0,2.1,0,0.042
531,2,Goto,0,0.031,2.099,0,0.042
532,2,Goto,0,0.063,2.097,0,0.042
533,2,Goto,0,0.094,2.093,0,0.042
534,2,Goto,0,0.125,2.087,0,0.042
535,2,Goto,0,0.155,2.08,0,0.042
536,2,Goto,0,0.185,2.071,0,0.042
537,2,Goto,0,0.215,2.06,0,0.042
538,2,Goto,0,0.244,2.048,0,0.042
539,2,Goto,0,0.272,2.035,0,0.042
540,2,Goto,0,0.3,2.02,0,0.042
541,2,Goto,0,0.327,2.003,0,0.042
542,2,Goto,0,0.353,1.985,0,0.042
543,2,Goto,0,0.378,1.966,0,0.042
544,2,Goto,0,0.401,1.946,0,0.042
545,2,Goto,0,0.424,1.924,0,0.042
546,2,Goto,0,0.446,1.901,0,0.042
547,2,Goto,0,0.466,1.878,0,0.042
548,2,Goto,0,0.485,1.853,0,0.042
549,2,Goto,0,0.503,1.827,0,0.042
550,2,Goto,0,0.52,1.8,0,0.042
551,2,Goto,0,0.535,1.772,0,0.042
552,2,Goto,0,0.548,1.744,0,0.042
553,2,Goto,0,0.56,1.715,0,0.042
554,2,Goto,0,0.571,1.685,0,0.042
555,2,Goto,0,0.58,1.655,0,0.042
556,2,Goto,0,0.587,1.625,0,0.042
557,2,Goto,0,0.593,1.594,0,0.042
558,2,Goto,0,0.597,1.563,0,0.042
559,2,Goto,0,0.599,1.531,0,0.042
560,2,Goto,0,0.6,1.5,0,0.042
561,2,Goto,0,0.599,1.469,0,0.042
562,2,Goto,0,0.597,1.437,0,0.042
563,2,Goto,0,0.593,1.406,0,0.042
564,2,Goto,0,0.587,1.375,0,0.042
565,2,Goto,0,0.58,1.345,0,0.042
566,2,Goto,0,0.571,1.315,0,0.042
567,2,Goto,0,0.56,1.285,0,0.042
568,2,Goto,0,0.548,1.256,0,0.042
569,2,Goto,0,0.535,1.228,0,0.042
570,2,Goto,0,0.52,1.2,0,0.042
571,2,Goto,0,0.503,1.173,0,0.042
572,2,Goto,0,0.485,1.147,0,0.042
573,2,Goto,0,0.466,1.122,0,0.042
574,2,Goto,0,0.446,1.099,0,0.042
575,2,Goto,0,0.424,1.076,0,0.042
576,2,Goto,0,0.401,1.054,0,0.042
577,2,Goto,0,0.378,1.034,0,0.042
578,2,Goto,0,0.353,1.015,0,0.042
579,2,Goto,0,0.327,0.997,0,0.042
580,2,Goto,0,0.3,0.98,0,0.042
581,2,Goto,0,0.272,0.965,0,0.042
582,2,Goto,0,0.244,0.952,0,0.042
583,2,Goto,0,0.215,0.94,0,0.042
584,2,Goto,0,0.185,0.929,0,0.042
585,2,Goto,0,0.155,0.92,0,0.042
586,2,Goto,0,0.125,0.913,0,0.042
587,2,Goto,0,0.094,0.907,0,0.042
588,2,Goto,0,0.063,0.903,0,0.042
589,2,Goto,0,0.031,0.901,0,0.042
590,2,Goto,0,0.0,0.9,0,0.042
591,2,Goto,0,-0.031,0.901,0,0.042
592,2,Goto,0,-0.063,0.903,0,0.042
593,2,Goto,0,-0.094,0.907,0,0.042
594,2,Goto,0,-0.125,0.913,0,0.042
595,2,Goto,0,-0.155,0.92,0,0.042
596,2,Goto,0,-0.185,0.929,0,0.042
597,2,Goto,0,-0.215,0.94,0,0.042
598,2,Goto,0,-0.244,0.952,0,0.042
599,2,Goto,0,-0.272,0.965,0,0.042
600,2,Goto,0,-0.3,0.98,0,0.042
