Step,Id,Command,X-R-L,Y-G,Z-B,Yaw-Intensity,Duration
160,2,Goto,-0.3,0.52,1,0,0.042
161,2,Goto,-0.272,0.535,1,0,0.042
162,2,Goto,-0.244,0.548,1,0,0.042
163,2,Goto,-0.215,0.56,1,0,0.042
164,2,Goto,-0.185,0.571,1,0,0.042
165,2,Goto,-0.155,0.58,1,0,0.042
166,2,Goto,-0.125,0.587,1,0,0.042
167,2,Goto,-0.094,0.593,1,0,0.042
168,2,Goto,-0.063,0.597,1,0,0.042
169,2,Goto,-0.031,0.599,1,0,0.042
170,2,Goto,0.0,0.6,1,0,0.042
171,2,Goto,0.031,0.599,1,0,0.042
172,2,Goto,0.063,0.597,1,0,0.042
173,2,Goto,0.094,0.593,1,0,0.042
174,2,Goto,0.125,0.587,1,0,0.042
175,2,Goto,0.155,0.58,1,0,0.042
176,2,Goto,0.185,0.571,1,0,0.042
177,2,Goto,0.215,0.56,1,0,0.042
178,2,Goto,0.244,0.548,1,0,0.042
179,2,Goto,0.272,0.535,1,0,0.042
180,2,Goto,0.3,0.52,1,0,0.042
181,2,Goto,0.327,0.503,1,0,0.042
182,2,Goto,0.353,0.485,1,0,0.042
183,2,Goto,0.378,0.466,1,0,0.042
184,2,Goto,0.401,0.446,1,0,0.042
185,2,Goto,0.424,0.424,1,0,0.042
186,2,Goto,0.446,0.401,1,0,0.042
187,2,Goto,0.466,0.378,1,0,0.042
188,2,Goto,0.485,0.353,1,0,0.042
189,2,Goto,0.503,0.327,1,0,0.042
190,2,Goto,0.52,0.3,1,0,0.042
191,2,Goto,0.535,0.272,1,0,0.042
192,2,Goto,0.548,0.244,1,0,0.042
193,2,Goto,0.56,0.215,1,0,0.042
194,2,Goto,0.571,0.185,1,0,0.042
195,2,Goto,0.58,0.155,1,0,0.042
196,2,Goto,0.587,0.125,1,0,0.042
197,2,Goto,0.593,0.094,1,0,0.042
198,2,Goto,0.597,0.063,1,0,0.042
199,2,Goto,0.599,0.031,1,0,0.042
200,2,Goto,0.6,0.0,1,0,0.042
201,2,Goto,0.599,-0.031,1,0,0.042
202,2,Goto,0.597,-0.063,1,0,0.042
203,2,Goto,0.593,-0.094,1,0,0.042
204,2,Goto,0.587,-0.125,1,0,0.042
205,2,Goto,0.58,-0.155,1,0,0.042
206,2,Goto,0.571,-0.185,1,0,0.042
207,2,Goto,0.56,-0.215,1,0,0.042
208,2,Goto,0.548,-0.244,1,0,0.042
209,2,Goto,0.535,-0.272,1,0,0.042
210,2,Goto,0.52,-0.3,1,0,0.042
211,2,Goto,0.503,-0.327,1,0,0.042
212,2,Goto,0.485,-0.353,1,0,0.042
213,2,Goto,0.466,-0.378,1,0,0.042
214,2,Goto,0.446,-0.401,1,0,0.042
215,2,Goto,0.424,-0.424,1,0,0.042
216,2,Goto,0.401,-0.446,1,0,0.042
217,2,Goto,0.378,-0.466,1,0,0.042
218,2,Goto,0.353,-0.485,1,0,0.042
219,2,Goto,0.327,-0.503,1,0,0.042
220,2,Goto,0.3,-0.52,1,0,0.042
221,2,Goto,0.272,-0.535,1,0,0.042
222,2,Goto,0.244,-0.548,1,0,0.042
223,2,Goto,0.215,-0.56,1,0,0.042
224,2,Goto,0.185,-0.571,1,0,0.042
225,2,Goto,0.155,-0.58,1,0,0.042
226,2,Goto,0.125,-0.587,1,0,0.042
227,2,Goto,0.094,-0.593,1,0,0.042
228,2,Goto,0.063,-0.597,1,0,0.042
229,2,Goto,0.031,-0.599,1,0,0.042
230,2,Goto,0.0,-0.6,1,0,0.042
231,2,Goto,-0.031,-0.599,1,0,0.042
232,2,Goto,-0.063,-0.597,1,0,0.042
233,2,Goto,-0.094,-0.593,1,0,0.042
234,2,Goto,-0.125,-0.587,1,0,0.042
235,2,Goto,-0.155,-0.58,1,0,0.042
236,2,Goto,-0.185,-0.571,1,0,0.042
237,2,Goto,-0.215,-0.56,1,0,0.042
238,2,Goto,-0.244,-0.548,1,0,0.042
239,2,Goto,-0.272,-0.535,1,0,0.042
240,2,Goto,-0.3,-0.52,1,0,0.042
241,2,Goto,-0.327,-0.503,1,0,0.042
242,2,Goto,-0.353,-0.485,1,0,0.042
243,2,Goto,-0.378,-0.466,1,0,0.042
244,2,Goto,-0.401,-0.446,1,0,0.042
245,2,Goto,-0.424,-0.424,1,0,0.042
246,2,Goto,-0.446,-0.401,1,0,0.042
247,2,Goto,-0.466,-0.378,1,0,0.042
248,2,Goto,-0.485,-0.353,1,0,0.042
249,2,Goto,-0.503,-0.327,1,0,0.042
250,2,Goto,-0.52,-0.3,1,0,0.042
251,2,Goto,-0.535,-0.272,1,0,0.042
252,2,Goto,-0.548,-0.244,1,0,0.042
253,2,Goto,-0.56,-0.215,1,0,0.042
254,2,Goto,-0.571,-0.185,1,0,0.042
255,2,Goto,-0.58,-0.155,1,0,0.042
256,2,Goto,-0.587,-0.125,1,0,0.042
257,2,Goto,-0.593,-0.094,1,0,0.042
258,2,Goto,-0.597,-0.063,1,0,0.042
259,2,Goto,-0.599,-0.031,1,0,0.042
260,2,Goto,-0.6,0.0,1,0,0.042
261,2,Goto,-0.599,0.031,1,0,0.042
262,2,Goto,-0.597,0.063,1,0,0.042
263,2,Goto,-0.593,0.094,1,0,0.042
264,2,Goto,-0.587,0.125,1,0,0.042
265,2,Goto,-0.58,0.155,1,0,0.042
266,2,Goto,-0.571,0.185,1,0,0.042
267,2,Goto,-0.56,0.215,1,0,0.042
268,2,Goto,-0.548,0.244,1,0,0.042
269,2,Goto,-0.535,0.272,1,0,0.042
270,2,Goto,-0.52,0.3,1,0,0.042
271,2,Goto,-0.503,0.327,1,0,0.042
272,2,Goto,-0.485,0.353,1,0,0.042
273,2,Goto,-0.466,0.378,1,0,0.042
274,2,Goto,-0.446,0.401,1,0,0.042
275,2,Goto,-0.424,0.424,1,0,0.042
276,2,Goto,-0.401,0.446,1,0,0.042
277,2,Goto,-0.378,0.466,1,0,0.042
278,2,Goto,-0.353,0.485,1,0,0.042
279,2,Goto,-0.327,0.503,1,0,0.042
280,2,Goto,-0.3,0.52,1,0,0.042
